iban,amount,date
ZT15HFSW6569840988100756,"€4973,21",03/07/2020
EU56HOYA8868219525668712,"€7789,65",16/01/2020
EH78AMHE9066831125295114,"€8857,76",11/11/2020
NV11IYUJ0247872457522336,"€9134,01",23/08/2022
MC01IEHV8501188035626016,"€2232,03",15/12/2022
ZR23USPZ4041172964291836,"€9885,66",07/07/2021
PH94XAOK3381728775018070,"€1682,47",13/11/2022
ZX06NZJH0310079067754103,"€3987,38",19/08/2022
JZ46LVFP1520270332454701,"€3207,90",09/09/2021
BX86KXTX7946134086757125,"€4875,58",16/09/2022
ZL56NHTE3756370634347227,"€3165,78",10/07/2021
AK68IWJV6862895554790762,"€1164,24",08/04/2020
RG03FXEU7598173753305108,"€8226,78",23/06/2022
IE20IGFH7890055504218375,"€7864,80",22/11/2021
SF04KUSU1579705215375360,"€7362,87",06/03/2020
IM52PCGO3521041325878035,"€6335,14",28/02/2021
MZ66RXFN8640839150102451,"€6782,79",30/08/2022
QB11QBMP4232361878878230,"€4175,96",14/07/2020
AI25UVUB9816526295939291,"€2841,74",15/03/2022
BN28AMIC9885511373696422,"€3693,02",24/07/2022
TV53YCZJ9230666393821415,"€9037,50",13/07/2022
TQ07OIPV4039665351056944,"€1490,41",21/12/2021
PD48LKBQ0359110480313433,"€5516,43",25/08/2021
SQ48ZGFR9283392146957924,"€8568,36",01/09/2022
WN04TSXX7901332421641185,"€8724,15",01/09/2021
HX66TEDY9432557008721813,"€4480,28",14/01/2022
HX66TEDY9432557008721813,"€3956,21",17/06/2021
IM52PCGO3521041325878035,"€7809,88",16/08/2022
GC62MIEH6725233700023588,"€5240,29",10/08/2021
NH15JRWZ2063969975556254,"€127,66",05/03/2021
XW22VLFV5004337403592843,"€8411,08",22/12/2020
XS28UIFH8290643015541915,"€6349,98",21/05/2021
YO83EQZG9459520413843964,"€5607,03",04/11/2022
LD59HEYU3536832362893843,"€2418,82",15/07/2021
RG03FXEU7598173753305108,"€8949,93",21/04/2021
OJ96RLYG4494734702702427,"€8078,00",30/12/2022
FS25OQOX5956121524081889,"€8037,30",18/05/2020
FM73EXNJ7098505896329747,"€5430,76",03/11/2020
QH19CAFW4384606640088765,"€4919,78",02/11/2022
TQ07OIPV4039665351056944,"€9434,50",11/06/2022
BL74LCXR0903727217074353,"€8147,14",28/04/2022
EU08MDJI4499420301024282,"€8907,89",02/03/2022
ZG30IJKY2654672634611050,"€3490,66",14/02/2021
NH15JRWZ2063969975556254,"€4329,64",25/08/2020
RG03FXEU7598173753305108,"€3791,21",01/09/2022
SB75JTGH2973342833797278,"€8879,40",20/08/2022
IE20IGFH7890055504218375,"€628,43",01/01/2022
FK36BUDY8695974266782361,"€1144,99",26/01/2020
TV53YCZJ9230666393821415,"€9285,39",19/03/2022
XW22VLFV5004337403592843,"€8485,89",16/06/2020
FK36BUDY8695974266782361,"€2836,85",30/10/2021
TY54VKWB9970690529757887,"€7506,98",01/05/2021
SF04KUSU1579705215375360,"€6331,73",09/01/2020
TQ42FQGK7504668908121082,"€6577,89",01/03/2020
XS28UIFH8290643015541915,"€9820,96",21/01/2020
WR00KGYL3690135708112853,"€382,62",19/02/2022
OJ96RLYG4494734702702427,"€6640,55",25/10/2021
SW33USQT2593131146896962,"€9042,42",10/09/2022
MQ53FBBG4073421087646576,"€9392,19",25/09/2020
IR99HTFK4305219258489747,"€7640,10",29/05/2022
NW75BGRS8369817463052098,"€7307,80",18/04/2022
CD20CUVR1346872486883452,"€2875,96",13/03/2020
IM52PCGO3521041325878035,"€6507,00",17/09/2021
TQ07OIPV4039665351056944,"€4242,85",25/06/2020
RL09EPDX7528085017889954,"€2152,74",24/05/2021
RV80WODB5645769044334624,"€5668,69",29/09/2022
TB52SFTP2737020287888904,"€7302,48",01/02/2021
LD59HEYU3536832362893843,"€4843,87",29/06/2021
XP63GDCF7781219037233860,"€412,93",02/08/2022
RT40EGDB5289443880625844,"€3404,03",21/05/2021
BL74LCXR0903727217074353,"€6400,66",30/06/2020
SW33USQT2593131146896962,"€7626,29",05/04/2020
QM29ILRM5092568450064592,"€7249,02",08/12/2022
MQ53FBBG4073421087646576,"€5645,28",12/10/2021
BN28AMIC9885511373696422,"€8640,01",12/04/2020
TQ42FQGK7504668908121082,"€5036,14",02/07/2021
DV99CAWB4227185951211429,"€3102,81",31/07/2022
WN79SFLC6822028389131629,"€3378,65",26/02/2022
PZ20TDKS1337108220465587,"€8016,82",03/02/2021
LV65XMHU3760504093228049,"€7495,79",09/02/2020
CD20CUVR1346872486883452,"€796,24",11/04/2021
RV80WODB5645769044334624,"€7935,69",22/02/2021
CD20CUVR1346872486883452,"€9612,63",20/05/2021
MZ66RXFN8640839150102451,"€7140,07",23/02/2020
AI25UVUB9816526295939291,"€5801,47",23/04/2021
WT28XOGH7670593356687718,"€624,68",21/09/2022
PR71WSUL3373086299649222,"€8624,75",10/10/2020
UN71NLQM3713425964520286,"€8947,29",06/03/2022
WF29DPEL3946837047900360,"€9897,12",24/05/2020
RW16JLAK0388910387065777,"€3894,74",10/05/2022
SC56HZLC3111620054580285,"€526,79",15/07/2020
TQ07OIPV4039665351056944,"€6182,82",20/07/2020
TV53YCZJ9230666393821415,"€6267,49",05/10/2021
PD48LKBQ0359110480313433,"€2237,91",04/09/2021
IR99HTFK4305219258489747,"€3241,44",04/07/2020
FM73EXNJ7098505896329747,"€1612,21",30/09/2022
XN28OLKG6005102717648101,"€7508,01",21/03/2021
ZL56NHTE3756370634347227,"€8099,56",24/07/2020
TV53YCZJ9230666393821415,"€8530,55",09/08/2020
TV53YCZJ9230666393821415,"€5015,47",08/06/2022
TS03YAUV5063724992302375,"€7119,44",04/06/2020
BN28AMIC9885511373696422,"€1697,57",27/11/2021
NH15JRWZ2063969975556254,"€893,28",17/04/2022
UM71LTOZ1108341097030759,"€8398,85",19/04/2021
NJ84VLIQ2717525477716970,"€9842,38",18/05/2020
BO80RTWA2933385575237636,"€6809,15",10/04/2020
BO80RTWA2933385575237636,"€7061,31",27/07/2022
LV65XMHU3760504093228049,"€4285,55",24/01/2022
WN04TSXX7901332421641185,"€3032,69",18/08/2021
BL74LCXR0903727217074353,"€7592,05",28/03/2022
FB90QXUJ6134824705227810,"€6423,77",15/11/2020
OC06NIHQ3445682540896305,"€1937,05",11/09/2020
FB90QXUJ6134824705227810,"€6610,13",14/04/2020
PD48LKBQ0359110480313433,"€5606,70",25/07/2021
BX86KXTX7946134086757125,"€4002,03",31/05/2021
HX65KJTA1396445493572829,"€2016,61",01/01/2021
IM52EEDR9161910354344160,"€8759,22",10/04/2020
SF04KUSU1579705215375360,"€7951,92",10/03/2021
TS03YAUV5063724992302375,"€6356,51",09/08/2020
OJ96RLYG4494734702702427,"€166,17",25/07/2022
JZ46LVFP1520270332454701,"€1260,03",06/07/2020
FB90QXUJ6134824705227810,"€2503,30",15/09/2020
UN71NLQM3713425964520286,"€4742,82",08/01/2021
LV65XMHU3760504093228049,"€8939,18",19/05/2021
SQ48ZGFR9283392146957924,"€5250,91",24/09/2022
WY43KPFF7444982123483617,"€5617,91",12/01/2022
EG49ESEH4355975533021381,"€4504,80",11/02/2020
RR43VUYJ8370731682028408,"€4509,65",11/04/2022
TQ07OIPV4039665351056944,"€6332,46",16/10/2021
ZP20ZSVN2900225260418349,"€874,02",08/11/2020
XP63GDCF7781219037233860,"€3722,23",29/06/2021
EG49ESEH4355975533021381,"€3139,18",19/04/2021
ZL56NHTE3756370634347227,"€4353,34",18/04/2021
ZL76WUPX3728428962231781,"€3059,98",01/06/2020
ZG30IJKY2654672634611050,"€9083,41",29/02/2020
HX65KJTA1396445493572829,"€9371,85",31/07/2022
EG49ESEH4355975533021381,"€4895,50",22/02/2022
YU21VOFP9534964776129045,"€7899,64",19/03/2020
ZR65BGMN5054055935068219,"€6020,01",13/05/2020
AI25UVUB9816526295939291,"€5831,78",29/01/2022
MZ66RXFN8640839150102451,"€258,07",27/09/2022
BN28AMIC9885511373696422,"€6827,91",06/03/2022
MQ53FBBG4073421087646576,"€4946,55",04/07/2021
XJ16DIQT5179010722315422,"€8905,44",02/02/2022
BX86KXTX7946134086757125,"€8049,00",23/12/2022
NB58JYUS9047061593033995,"€2637,35",08/06/2021
TS03YAUV5063724992302375,"€220,08",25/05/2022
RT40EGDB5289443880625844,"€7005,41",14/01/2021
VW07DNIH7152903175306656,"€9000,80",21/12/2022
FU57KYSJ7187405817063989,"€1054,22",21/01/2021
MQ53FBBG4073421087646576,"€4437,66",03/06/2022
QY35GLWR6087633268614110,"€3188,42",19/10/2020
BN28AMIC9885511373696422,"€8419,73",17/04/2021
PT24DWFB6710232327838459,"€5414,60",17/08/2020
OA88XHOR8270115922298448,"€7574,54",23/10/2022
AY39SRFC6584865990060959,"€7480,70",13/12/2022
ZG30IJKY2654672634611050,"€5324,12",25/01/2021
FB90QXUJ6134824705227810,"€5154,08",12/03/2021
ZX68RDOT8979612225584620,"€9692,05",02/10/2021
TQ07OIPV4039665351056944,"€5663,12",02/03/2020
SQ48ZGFR9283392146957924,"€301,30",16/03/2022
CO81BRNH2175798500621899,"€7608,64",05/11/2020
BL74LCXR0903727217074353,"€1307,97",14/03/2020
OA88XHOR8270115922298448,"€3528,62",07/09/2020
SB75JTGH2973342833797278,"€5031,61",22/05/2022
UM71LTOZ1108341097030759,"€5490,57",28/08/2022
IM52PCGO3521041325878035,"€7386,36",08/12/2022
OC06NIHQ3445682540896305,"€4178,88",26/09/2020
ZG30IJKY2654672634611050,"€987,00",21/07/2020
FM73EXNJ7098505896329747,"€2257,91",31/03/2020
PR71WSUL3373086299649222,"€326,92",08/07/2020
UM71LTOZ1108341097030759,"€7369,03",19/10/2020
NW75BGRS8369817463052098,"€4815,46",22/01/2021
WN79SFLC6822028389131629,"€8407,34",06/06/2020
WY43KPFF7444982123483617,"€7034,67",11/01/2020
QM29ILRM5092568450064592,"€5741,30",09/01/2022
IR99HTFK4305219258489747,"€6183,48",09/05/2020
RL09EPDX7528085017889954,"€9878,30",04/12/2020
AY39SRFC6584865990060959,"€7422,85",31/03/2020
NJ84VLIQ2717525477716970,"€2579,57",02/09/2020
TV53YCZJ9230666393821415,"€2186,40",05/02/2020
RT40EGDB5289443880625844,"€7727,68",10/12/2021
SN62HWXY8712026112561260,"€9267,14",01/09/2021
ZX68RDOT8979612225584620,"€8974,08",21/06/2022
IM52PCGO3521041325878035,"€8831,76",30/01/2021
AI25UVUB9816526295939291,"€7543,78",26/11/2022
AI25UVUB9816526295939291,"€3455,61",18/09/2020
UM71LTOZ1108341097030759,"€4755,46",20/03/2021
ZR65BGMN5054055935068219,"€541,65",04/08/2022
NS17RMIJ5146722950890727,"€9313,35",17/06/2020
QH19CAFW4384606640088765,"€3671,83",24/09/2022
MZ66RXFN8640839150102451,"€6317,43",12/04/2020
IM52PCGO3521041325878035,"€7347,20",01/02/2020
RG03FXEU7598173753305108,"€2778,36",19/08/2022
BO80RTWA2933385575237636,"€3597,38",21/12/2020
CO81BRNH2175798500621899,"€5351,73",01/11/2021
XP63GDCF7781219037233860,"€6195,36",22/12/2020
BX86KXTX7946134086757125,"€9094,45",24/07/2022
SW33USQT2593131146896962,"€9530,43",10/07/2020
ZR65BGMN5054055935068219,"€2906,06",12/09/2022
NS17RMIJ5146722950890727,"€6301,93",03/08/2021
SN62HWXY8712026112561260,"€6928,07",07/05/2021
GC62MIEH6725233700023588,"€66,21",22/05/2020
YU21VOFP9534964776129045,"€2400,98",23/08/2021
NF65JXJQ2625628522539830,"€6585,15",06/11/2020
SF04KUSU1579705215375360,"€7321,09",08/10/2021
WT28XOGH7670593356687718,"€954,68",19/02/2021
WN04TSXX7901332421641185,"€1459,42",25/07/2020
AI25UVUB9816526295939291,"€6178,66",21/11/2022
YU21VOFP9534964776129045,"€845,40",25/07/2021
XS28UIFH8290643015541915,"€6136,31",30/05/2021
OC06NIHQ3445682540896305,"€6056,22",13/10/2021
SB75JTGH2973342833797278,"€4373,75",14/04/2022
PZ20TDKS1337108220465587,"€5805,08",24/02/2020
RT40EGDB5289443880625844,"€2420,21",04/10/2021
TD29AEPL4105196937331223,"€5373,38",05/07/2020
TS03YAUV5063724992302375,"€177,81",12/07/2020
NW75BGRS8369817463052098,"€7186,19",25/01/2020
NW75BGRS8369817463052098,"€3829,85",25/02/2022
RV80WODB5645769044334624,"€1302,26",01/01/2020
AY39SRFC6584865990060959,"€158,06",23/06/2022
AK68IWJV6862895554790762,"€4385,21",23/02/2022
MQ53FBBG4073421087646576,"€9923,14",05/10/2021
AV82CBJC5729919316264078,"€1354,50",31/01/2020
XN28OLKG6005102717648101,"€7912,53",09/02/2022
FM73EXNJ7098505896329747,"€5407,02",03/04/2020
ZL76WUPX3728428962231781,"€8322,28",06/02/2021
UX41WAMP4401438786789569,"€215,38",28/12/2020
OA88XHOR8270115922298448,"€6699,72",11/08/2021
PR71WSUL3373086299649222,"€2070,33",02/02/2020
TQ07OIPV4039665351056944,"€3994,78",19/07/2022
XG10BMFI7196495106021090,"€2228,91",17/02/2020
CO81BRNH2175798500621899,"€1713,81",10/05/2022
MQ53FBBG4073421087646576,"€41,97",01/02/2021
VE04WJIF2023511187974177,"€5221,68",03/05/2022
FK36BUDY8695974266782361,"€4616,71",25/12/2020
OJ96RLYG4494734702702427,"€7081,98",15/05/2020
OC06NIHQ3445682540896305,"€5380,23",10/02/2022
VE04WJIF2023511187974177,"€8978,86",01/10/2020
TQ07OIPV4039665351056944,"€6748,22",03/01/2021
PR71WSUL3373086299649222,"€6681,47",14/03/2022
FS25OQOX5956121524081889,"€4528,99",31/01/2021
XP63GDCF7781219037233860,"€4085,35",21/09/2020
ZL76WUPX3728428962231781,"€7570,77",16/02/2020
RL09EPDX7528085017889954,"€7568,15",13/09/2021
TQ07OIPV4039665351056944,"€7184,86",15/08/2020
PR71WSUL3373086299649222,"€3071,09",20/05/2020
SN62HWXY8712026112561260,"€7649,38",10/09/2020
XJ16DIQT5179010722315422,"€9514,80",14/06/2021
MZ66RXFN8640839150102451,"€3642,14",07/03/2021
BX86KXTX7946134086757125,"€9467,81",23/08/2021
WY43KPFF7444982123483617,"€8150,90",26/02/2020
NS17RMIJ5146722950890727,"€1645,23",04/02/2022
IM52EEDR9161910354344160,"€8270,33",12/03/2022
BX86KXTX7946134086757125,"€537,00",29/07/2022
XN28OLKG6005102717648101,"€468,89",04/11/2020
IM52PCGO3521041325878035,"€2424,57",03/11/2020
UN71NLQM3713425964520286,"€9804,16",03/04/2020
XS28UIFH8290643015541915,"€623,47",23/01/2021
WF29DPEL3946837047900360,"€4328,94",07/03/2022
FB90QXUJ6134824705227810,"€252,23",02/09/2021
NS17RMIJ5146722950890727,"€6332,13",09/08/2021
WY43KPFF7444982123483617,"€5478,67",26/10/2022
XN28OLKG6005102717648101,"€5137,66",12/05/2020
SC56HZLC3111620054580285,"€7363,13",16/05/2022
RV80WODB5645769044334624,"€6423,10",05/02/2022
IM52EEDR9161910354344160,"€5991,44",08/07/2020
BX86KXTX7946134086757125,"€3137,45",04/10/2022
AV82CBJC5729919316264078,"€8524,83",09/05/2020
RV80WODB5645769044334624,"€1407,68",21/01/2022
TS03YAUV5063724992302375,"€7098,73",11/12/2021
ZX68RDOT8979612225584620,"€9899,16",18/06/2021
CD20CUVR1346872486883452,"€1583,64",02/06/2020
WY43KPFF7444982123483617,"€3150,95",10/12/2020
DV99CAWB4227185951211429,"€3377,70",23/09/2020
SF04KUSU1579705215375360,"€605,16",03/09/2021
LV65XMHU3760504093228049,"€2373,75",06/07/2022
PT24DWFB6710232327838459,"€3057,58",31/12/2021
FU57KYSJ7187405817063989,"€8124,00",18/10/2022
AI25UVUB9816526295939291,"€1711,51",03/10/2022
AY39SRFC6584865990060959,"€5323,36",01/06/2020
IM52EEDR9161910354344160,"€1511,25",12/09/2021
AI25UVUB9816526295939291,"€3148,59",07/12/2021
QH19CAFW4384606640088765,"€5841,09",13/01/2022
ZP20ZSVN2900225260418349,"€2834,60",18/09/2020
SB75JTGH2973342833797278,"€5832,48",01/08/2020
AY39SRFC6584865990060959,"€6027,15",16/09/2020
EU08MDJI4499420301024282,"€953,70",02/09/2020
SQ48ZGFR9283392146957924,"€5727,01",14/07/2021
NA76CUDU4028735454681812,"€6762,08",05/01/2020
ZP20ZSVN2900225260418349,"€6633,27",20/09/2020
HX66TEDY9432557008721813,"€836,69",14/10/2020
XS28UIFH8290643015541915,"€7641,23",08/03/2020
FU57KYSJ7187405817063989,"€1246,35",18/06/2022
WL65PXRS4630554009141740,"€1507,91",14/02/2022
NS17RMIJ5146722950890727,"€5665,14",14/11/2022
NB58JYUS9047061593033995,"€1683,25",26/01/2020
SC56HZLC3111620054580285,"€46,77",29/05/2021
WF29DPEL3946837047900360,"€9505,69",05/08/2021
TY54VKWB9970690529757887,"€9183,55",11/03/2021
TS03YAUV5063724992302375,"€6775,34",26/09/2020
NH15JRWZ2063969975556254,"€5531,93",25/08/2020
FS25OQOX5956121524081889,"€5991,30",25/05/2020
RL09EPDX7528085017889954,"€3919,99",10/09/2022
PD48LKBQ0359110480313433,"€6920,15",10/11/2020
ZL76WUPX3728428962231781,"€3836,21",22/11/2021
XJ16DIQT5179010722315422,"€1057,21",09/10/2020
FB90QXUJ6134824705227810,"€1157,42",09/10/2022
AI25UVUB9816526295939291,"€1332,60",06/08/2022
QM29ILRM5092568450064592,"€4900,95",24/03/2021
XN28OLKG6005102717648101,"€7947,87",24/04/2020
XJ16DIQT5179010722315422,"€2553,78",04/11/2020
ZL56NHTE3756370634347227,"€600,65",05/08/2021
BN28AMIC9885511373696422,"€8452,36",02/08/2022
SB75JTGH2973342833797278,"€246,02",27/08/2021
GH41CYNM9993826052887087,"€743,17",18/11/2020
SF04KUSU1579705215375360,"€4400,12",04/12/2022
RL09EPDX7528085017889954,"€7979,31",17/08/2022
AI25UVUB9816526295939291,"€6005,47",16/06/2020
JZ46LVFP1520270332454701,"€9644,97",13/08/2020
TQ42FQGK7504668908121082,"€5018,85",28/10/2021
VW07DNIH7152903175306656,"€5084,48",11/12/2022
VE04WJIF2023511187974177,"€987,17",19/06/2021
ZL76WUPX3728428962231781,"€3090,58",09/10/2020
QB11QBMP4232361878878230,"€8495,43",15/12/2021
RW16JLAK0388910387065777,"€9694,13",09/04/2022
PD48LKBQ0359110480313433,"€3989,90",07/08/2020
LV65XMHU3760504093228049,"€472,03",05/11/2020
WN79SFLC6822028389131629,"€7527,99",27/11/2022
XG10BMFI7196495106021090,"€6004,01",15/04/2022
BL74LCXR0903727217074353,"€397,94",12/06/2020
WN79SFLC6822028389131629,"€2623,46",15/11/2022
WY43KPFF7444982123483617,"€3226,96",02/11/2021
OA88XHOR8270115922298448,"€386,29",04/03/2020
RG03FXEU7598173753305108,"€9767,67",12/06/2021
OJ96RLYG4494734702702427,"€9369,35",13/02/2022
AI25UVUB9816526295939291,"€1606,88",13/06/2021
NW75BGRS8369817463052098,"€284,92",18/11/2022
FU57KYSJ7187405817063989,"€5490,19",25/10/2022
BN28AMIC9885511373696422,"€1636,38",06/02/2021
ZX68RDOT8979612225584620,"€5461,81",26/11/2022
SF04KUSU1579705215375360,"€5559,54",19/11/2020
UX41WAMP4401438786789569,"€8562,29",22/08/2022
GC62MIEH6725233700023588,"€5235,17",29/12/2021
IR99HTFK4305219258489747,"€9879,88",17/09/2022
AY39SRFC6584865990060959,"€825,31",18/03/2022
YU21VOFP9534964776129045,"€5568,38",02/11/2021
AI25UVUB9816526295939291,"€9236,06",03/05/2022
IM52EEDR9161910354344160,"€5578,40",24/08/2021
XW22VLFV5004337403592843,"€2886,79",05/10/2022
ZL56NHTE3756370634347227,"€6270,15",09/09/2022
NF65JXJQ2625628522539830,"€7717,21",20/02/2020
AV82CBJC5729919316264078,"€3904,68",20/03/2020
HX66TEDY9432557008721813,"€1264,88",13/07/2020
AK68IWJV6862895554790762,"€8716,46",15/10/2020
QH19CAFW4384606640088765,"€5309,87",30/05/2022
QH19CAFW4384606640088765,"€3253,28",08/12/2020
CD20CUVR1346872486883452,"€3996,94",10/03/2020
NJ84VLIQ2717525477716970,"€4789,12",15/11/2020
YU21VOFP9534964776129045,"€2332,30",06/05/2022
CD20CUVR1346872486883452,"€2136,90",09/10/2021
NJ84VLIQ2717525477716970,"€9426,15",18/01/2020
EU08MDJI4499420301024282,"€3479,70",06/07/2020
IM52EEDR9161910354344160,"€3769,77",19/07/2022
SF04KUSU1579705215375360,"€2742,17",03/03/2020
PR71WSUL3373086299649222,"€3025,33",29/04/2022
RT40EGDB5289443880625844,"€6885,05",21/01/2020
HX66TEDY9432557008721813,"€9110,14",18/11/2022
PD48LKBQ0359110480313433,"€9643,74",22/04/2020
NW75BGRS8369817463052098,"€3533,88",01/01/2022
FU57KYSJ7187405817063989,"€850,14",09/09/2021
TY54VKWB9970690529757887,"€9076,42",18/02/2020
HX66TEDY9432557008721813,"€7315,44",05/07/2020
RT40EGDB5289443880625844,"€2642,04",01/01/2020
QH19CAFW4384606640088765,"€539,78",07/09/2021
UM71LTOZ1108341097030759,"€2287,38",31/03/2022
VW07DNIH7152903175306656,"€6832,67",28/11/2022
UN71NLQM3713425964520286,"€6795,38",24/07/2021
SB75JTGH2973342833797278,"€1187,82",21/08/2020
EG49ESEH4355975533021381,"€8743,72",16/10/2020
LV65XMHU3760504093228049,"€486,19",20/05/2020
GC62MIEH6725233700023588,"€8281,11",27/08/2022
PZ20TDKS1337108220465587,"€6282,81",19/05/2021
OJ96RLYG4494734702702427,"€145,29",09/06/2021
WN04TSXX7901332421641185,"€9643,97",14/11/2021
XJ16DIQT5179010722315422,"€2200,90",19/10/2020
MZ66RXFN8640839150102451,"€6875,12",25/09/2022
RG03FXEU7598173753305108,"€1513,08",04/09/2022
OA88XHOR8270115922298448,"€2324,87",01/04/2020
RV80WODB5645769044334624,"€3554,79",03/02/2020
IM52EEDR9161910354344160,"€6337,83",26/03/2021
AI25UVUB9816526295939291,"€3748,70",31/05/2022
CO81BRNH2175798500621899,"€672,38",08/04/2022
UM71LTOZ1108341097030759,"€5376,45",14/02/2020
WR00KGYL3690135708112853,"€8835,35",16/12/2021
EU08MDJI4499420301024282,"€4329,31",20/05/2020
WN04TSXX7901332421641185,"€9309,22",19/10/2021
VE04WJIF2023511187974177,"€5234,10",24/04/2020
XJ16DIQT5179010722315422,"€5917,73",02/10/2020
WN04TSXX7901332421641185,"€3911,23",17/09/2020
SC56HZLC3111620054580285,"€6873,41",11/07/2020
TB52SFTP2737020287888904,"€5608,38",13/07/2021
SF04KUSU1579705215375360,"€6884,27",16/06/2021
AI25UVUB9816526295939291,"€8361,39",20/12/2020
NH15JRWZ2063969975556254,"€1413,93",08/11/2021
TD29AEPL4105196937331223,"€4625,87",10/03/2022
AV82CBJC5729919316264078,"€2476,10",24/12/2020
BN28AMIC9885511373696422,"€3168,44",05/11/2020
ZR65BGMN5054055935068219,"€2027,63",12/06/2022
NI33YITO5980937839625844,"€142,61",07/09/2022
LV65XMHU3760504093228049,"€5843,20",09/01/2022
SN62HWXY8712026112561260,"€4317,99",26/07/2021
WR00KGYL3690135708112853,"€4182,69",31/08/2021
BN28AMIC9885511373696422,"€1939,31",23/11/2022
XN28OLKG6005102717648101,"€4776,68",29/06/2020
TQ07OIPV4039665351056944,"€1878,10",01/05/2020
WF29DPEL3946837047900360,"€8359,66",29/11/2022
ZX68RDOT8979612225584620,"€2040,86",29/06/2022
SB75JTGH2973342833797278,"€1687,92",14/03/2020
SB75JTGH2973342833797278,"€3642,31",02/12/2022
PD48LKBQ0359110480313433,"€6814,92",23/09/2020
NI33YITO5980937839625844,"€1807,36",01/11/2020
ZR65BGMN5054055935068219,"€9584,08",27/06/2020
YO83EQZG9459520413843964,"€9252,11",10/11/2020
WR00KGYL3690135708112853,"€5290,59",26/02/2020
FS25OQOX5956121524081889,"€4657,68",21/12/2020
QB11QBMP4232361878878230,"€7750,54",24/10/2021
BX86KXTX7946134086757125,"€7546,14",17/10/2020
CD20CUVR1346872486883452,"€3981,03",20/03/2021
MQ53FBBG4073421087646576,"€6020,69",24/02/2021
TS03YAUV5063724992302375,"€5910,24",22/08/2020
UM71LTOZ1108341097030759,"€5459,18",25/02/2020
ZX68RDOT8979612225584620,"€6863,60",12/10/2020
FK36BUDY8695974266782361,"€5088,05",05/03/2021
WF29DPEL3946837047900360,"€5741,47",17/02/2021
AY39SRFC6584865990060959,"€2692,59",25/04/2020
IE20IGFH7890055504218375,"€6992,93",11/11/2020
AY39SRFC6584865990060959,"€4083,12",29/09/2022
BX86KXTX7946134086757125,"€7557,79",05/02/2022
JZ46LVFP1520270332454701,"€9917,47",20/03/2021
NH15JRWZ2063969975556254,"€5187,53",08/10/2020
IM52PCGO3521041325878035,"€2143,89",29/04/2020
SB75JTGH2973342833797278,"€6714,55",10/10/2020
FM73EXNJ7098505896329747,"€682,35",05/08/2022
BN28AMIC9885511373696422,"€2281,95",03/10/2020
RW16JLAK0388910387065777,"€5112,61",03/07/2020
NW75BGRS8369817463052098,"€8340,68",06/09/2022
TV53YCZJ9230666393821415,"€6266,91",17/10/2021
HX65KJTA1396445493572829,"€4213,36",11/12/2022
XN28OLKG6005102717648101,"€2327,75",10/02/2022
DV99CAWB4227185951211429,"€1735,80",27/01/2020
VE04WJIF2023511187974177,"€1635,48",24/04/2020
QH19CAFW4384606640088765,"€4811,86",16/11/2020
GH41CYNM9993826052887087,"€3257,57",13/10/2022
IE20IGFH7890055504218375,"€8887,25",01/07/2020
TD29AEPL4105196937331223,"€8554,08",21/07/2022
BX86KXTX7946134086757125,"€34,30",16/10/2021
TD29AEPL4105196937331223,"€7264,14",11/12/2020
FB90QXUJ6134824705227810,"€7840,33",09/06/2021
WY43KPFF7444982123483617,"€9735,06",29/05/2021
XG10BMFI7196495106021090,"€6348,16",19/10/2020
ZL76WUPX3728428962231781,"€8591,26",31/08/2022
VW07DNIH7152903175306656,"€5085,51",12/11/2022
WR00KGYL3690135708112853,"€8489,25",19/11/2020
UX41WAMP4401438786789569,"€9152,09",01/11/2020
XW22VLFV5004337403592843,"€5733,56",04/02/2022
IM52PCGO3521041325878035,"€7641,75",05/11/2022
RL09EPDX7528085017889954,"€7227,76",06/06/2021
NI33YITO5980937839625844,"€3854,42",07/06/2020
TY54VKWB9970690529757887,"€4754,33",18/05/2021
FU57KYSJ7187405817063989,"€746,01",05/02/2021
ZX68RDOT8979612225584620,"€6107,20",18/10/2020
XJ16DIQT5179010722315422,"€8268,12",14/10/2022
HX66TEDY9432557008721813,"€3798,22",05/01/2020
HX66TEDY9432557008721813,"€6042,45",20/08/2020
PT24DWFB6710232327838459,"€5097,82",10/07/2022
UM71LTOZ1108341097030759,"€913,03",10/08/2022
WT28XOGH7670593356687718,"€1730,95",22/12/2021
LD59HEYU3536832362893843,"€9170,15",18/04/2020
XG10BMFI7196495106021090,"€9543,90",22/08/2020
IR99HTFK4305219258489747,"€1820,00",27/06/2022
XP63GDCF7781219037233860,"€5635,99",27/10/2022
QH19CAFW4384606640088765,"€4558,00",05/05/2022
DV99CAWB4227185951211429,"€8899,18",28/02/2022
WY43KPFF7444982123483617,"€7209,52",20/08/2020
GH41CYNM9993826052887087,"€6326,55",06/11/2022
SF04KUSU1579705215375360,"€8404,42",11/04/2022
VW07DNIH7152903175306656,"€8232,52",28/08/2020
YU21VOFP9534964776129045,"€8790,75",03/06/2022
XN28OLKG6005102717648101,"€7654,37",30/05/2021
ZL56NHTE3756370634347227,"€1527,67",26/01/2020
RR43VUYJ8370731682028408,"€2535,30",29/11/2022
AI25UVUB9816526295939291,"€5393,72",09/10/2022
SQ48ZGFR9283392146957924,"€3247,10",07/08/2020
TQ07OIPV4039665351056944,"€7412,25",10/03/2020
QB11QBMP4232361878878230,"€3150,67",12/09/2020
